,net_returns,gross_returns,turnover,eth_beta_rolling,pc1_beta_rolling
2024-11-19,0.00834383139399965,0.00909383139399965,0.15000000000000002,-0.02748899957359126,-0.0002053413761876672
2024-11-20,-0.0074259475278826495,-0.00667594752788265,0.15000000000000002,-0.02332743552654878,-0.00014757156298252745
2024-11-21,-0.0034719328608450424,-0.002721932860845042,0.15000000000000002,-0.023643492805056614,-0.00010858068082629474
2024-11-22,-0.011239495380195124,-0.010489495380195123,0.15,-0.0221662526023169,-0.0001692973041787114
2024-11-23,-0.004658219911604343,-0.003908219911604343,0.15000000000000002,-0.023323149781871232,-0.00015270055269148305
2024-11-24,0.004327587180682613,0.005077587180682613,0.15000000000000002,-0.026490809980597586,-9.924327251641975e-05
2024-11-25,0.022191755266554297,0.022941755266554297,0.15000000000000002,-0.02256745431074382,-0.00016472560231556286
2024-11-26,-0.003943941867504689,-0.0031939418675046892,0.15,-0.020946191044363453,-0.00017279871393686803
2024-11-27,-0.0009914789977578493,-0.0002414789977578495,0.14999999999999997,-0.019489062456775588,-0.00016187034843427302
2024-11-28,0.0031228372286468235,0.0038728372286468238,0.15,-0.021489988327135126,-0.0001454268536140272
2024-11-29,-0.009681722948896902,-0.008931722948896902,0.14999999999999997,-0.01966887213300897,-0.00015704107431860898
2024-11-30,-0.006837617475473463,-0.006087617475473464,0.15,-0.018818555169240712,-0.0001541106204053421
2024-12-01,-0.008074325040249568,-0.007324325040249567,0.15000000000000002,-0.018374659696867756,-0.00016247444848192273
2024-12-02,-0.00827869255504066,-0.007528692555040661,0.14999999999999997,-0.014812826426720382,-0.00018331552028108707
2024-12-03,0.003916032916566333,0.004666032916566333,0.14999999999999994,-0.014426412390717715,-0.00011444298701500965
2024-12-04,-0.00943458582504958,-0.008684585825049579,0.14999999999999997,-0.02025594989924125,-8.736637625268407e-05
2024-12-05,-0.011228376571122321,-0.01047837657112232,0.15000000000000002,-0.018085498434579787,-8.863585525666724e-05
2024-12-06,0.0037136879386039526,0.004463687938603952,0.14999999999999997,-0.014722329580195712,-9.419158271048912e-05
2024-12-07,0.003307573068953813,0.004057573068953813,0.15000000000000002,-0.015207135207743638,-9.11811171903927e-05
2024-12-08,-0.003532545904963616,-0.002782545904963616,0.15,-0.015531628199962897,-9.284142079440132e-05
2024-12-09,0.01614731003636004,0.016897310036360042,0.14999999999999997,-0.03232134887531718,-0.00018820802616863576
2024-12-10,-0.005103608690786358,-0.004353608690786358,0.14999999999999997,-0.030077611575425628,-0.00018161769147348358
2024-12-11,-0.0023823640395191064,-0.0016323640395191064,0.15,-0.03044466934822326,-0.00018199980715470979
2024-12-12,-0.0051157925054164935,-0.004365792505416494,0.15000000000000002,-0.030778458998228935,-0.00018237222098269304
2024-12-13,0.005765304769619567,0.006515304769619566,0.15,-0.036857633480401296,-0.00017892900836628735
2024-12-14,-0.005637804011518599,-0.004887804011518599,0.15000000000000002,-0.036769423700743015,-0.0001654881126306901
2024-12-15,-0.00409178808115235,-0.00334178808115235,0.15,-0.037254055494946814,-0.00016738365835954175
2024-12-16,0.0012560665946826245,0.0020060665946826243,0.14999999999999997,-0.03684546893972219,-0.0001646239851057242
2024-12-17,-0.00038551959283561824,0.0003644804071643819,0.15000000000000002,-0.03611037811461803,-0.00015978828953745741
2024-12-18,-0.0030075670587452813,-0.0022575670587452815,0.15,-0.031540286571489634,-0.00015439224985120276
2024-12-19,-0.006403087237350806,-0.005653087237350806,0.14999999999999997,-0.026644322765823073,-0.00014991125934866022
2024-12-20,0.0009277957168475944,0.0016777957168475942,0.14999999999999997,-0.025519890429754534,-0.0001454089072480247
2024-12-21,-0.010476242824036273,-0.009726242824036273,0.14999999999999997,-0.01989691670732111,-0.00014638528618264013
2024-12-22,0.008501565193579641,0.009251565193579642,0.15000000000000002,-0.022225815497379637,-0.00012854542080277187
2024-12-23,0.010326670524326164,0.011076670524326164,0.15,-0.01692048842482312,-0.00011185482573710176
2024-12-24,0.013173009085031828,0.013923009085031827,0.14999999999999997,-0.012708300164353243,-8.958836044115404e-05
2024-12-25,-0.01072506975965163,-0.00997506975965163,0.15000000000000005,-0.012413683909461222,-7.653609168485482e-05
2024-12-26,-0.015306430594565653,-0.014556430594565652,0.15,-0.0035103142643526995,-6.425552647914714e-05
2024-12-27,0.0050682510324193296,0.005818251032419329,0.14999999999999997,-0.003012736485381951,-6.588736291214317e-05
2024-12-28,-0.0006189741146783671,0.00013102588532163293,0.15,-0.002861043307872215,-6.433588404496576e-05
2024-12-29,-0.009436411560389215,-0.008686411560389214,0.15000000000000002,-0.0010961372139497883,-4.9250805719184376e-05
2024-12-30,0.00019560135919831757,0.0009456013591983177,0.15000000000000002,0.003117687398435492,-5.1355411242866236e-05
2024-12-31,-0.01708878424437322,-0.016338784244373218,0.15,0.0055406622227472425,-3.999389220912343e-05
2025-01-01,0.023895600650997863,0.024645600650997863,0.14999999999999997,0.006068304908353822,-1.9319689156003473e-05
2025-01-02,0.009780538028286538,0.010530538028286539,0.14999999999999997,0.008812247915644302,-2.344540879126585e-05
2025-01-03,0.014258045099191596,0.015008045099191595,0.14999999999999997,0.015076872236315998,-2.0903916657286995e-05
2025-01-04,-0.004175912844201948,-0.003425912844201948,0.15000000000000002,0.014611910552266766,-2.352998748315001e-05
2025-01-05,-0.0011344883029939603,-0.0003844883029939602,0.15000000000000002,0.012264907975657423,-1.894188998357325e-05
2025-01-06,0.0050581603738978275,0.005808160373897827,0.14999999999999997,0.015494563876396583,-2.526529319464202e-05
2025-01-07,-0.005969086095559552,-0.005219086095559552,0.15000000000000002,0.02074097086915587,-2.0904448583623662e-05
2025-01-08,-0.01095927659435383,-0.01020927659435383,0.15,0.027191518171258,-2.4856315845164568e-05
2025-01-09,-0.015706882089508687,-0.014956882089508686,0.14999999999999994,0.035191901893468984,-3.967769841511246e-05
2025-01-10,0.009654707659437463,0.010404707659437464,0.15,0.03424898591115814,-4.494438509993474e-05
2025-01-11,-0.0076855235699461585,-0.006935523569946159,0.14999999999999997,0.03850366161065521,-4.5802336247028044e-05
2025-01-12,-0.000596365161781635,0.00015363483821836474,0.14999999999999997,0.039106383679293054,-4.405854732589624e-05
2025-01-13,0.0037243171068394405,0.00447431710683944,0.15,0.03594202537738109,-4.4989237636102954e-05
2025-01-14,0.0048567523499015615,0.005606752349901561,0.15000000000000002,0.03860944074466962,-3.416899822778772e-05
2025-01-15,0.017507828007309843,0.018257828007309844,0.15,0.052478999510663496,-6.435426190884371e-05
2025-01-16,-0.0015600329219117143,-0.0008100329219117142,0.15000000000000002,0.053316631191298494,-6.067231768305485e-05
2025-01-17,0.005810775719577058,0.006560775719577058,0.15,0.059675620719656264,-4.917600532814455e-05
2025-01-18,-0.014206777253859892,-0.013456777253859893,0.14999999999999997,0.07086223702627961,-3.631775122975232e-05
2025-01-19,-0.010741211289424905,-0.009991211289424906,0.14999999999999997,0.07287672162778576,-4.0899156898592345e-06
2025-01-20,-0.006322543719987433,-0.0055725437199874335,0.15,0.08219177731046695,-2.6074807986849808e-06
2025-01-21,0.0013270804845261957,0.0020770804845261955,0.14999999999999997,0.08122750014485058,3.15200078550469e-05
2025-01-22,-0.010968633396144276,-0.010218633396144277,0.14999999999999997,0.08562909120507267,4.0272104879919084e-05
2025-01-23,2.5434176377245885e-05,0.000775434176377246,0.15000000000000002,0.08573769222590555,1.8291028602149513e-05
2025-01-24,-0.013455791886597766,-0.012705791886597767,0.14999999999999997,0.08232895426534993,6.610072558143851e-05
2025-01-25,-0.005316761594917804,-0.004566761594917804,0.15,0.08206685189081454,7.277537742966439e-05
2025-01-26,0.0017196596590967617,0.002469659659096762,0.15000000000000002,0.09122277097022129,7.876576772861233e-05
2025-01-27,-0.0004077220251369869,0.0003422779748630131,0.15,0.09254318160568295,7.167570437035515e-05
2025-01-28,-0.01215552590587873,-0.01140552590587873,0.14999999999999997,0.09703348838922415,0.0001089843658365549
2025-01-29,0.0038116514309251798,0.00456165143092518,0.15000000000000002,0.10245635542010065,0.0001191414836909429
2025-01-30,0.004274892511359221,0.005024892511359221,0.15000000000000002,0.10356321668861908,0.00012555253892796892
2025-01-31,-0.0013402244298552912,-0.000590224429855291,0.15000000000000002,0.10167621727031294,0.00015898495361318658
2025-02-01,-0.01906515743147656,-0.018315157431476558,0.15,0.11175625377398712,0.00016567252179361443
2025-02-02,0.0014519312198049172,0.002201931219804917,0.15,0.11192099361347442,0.0001317322927268071
2025-02-03,0.005764006444745814,0.006514006444745814,0.14999999999999997,0.11231894421737676,0.00015071007027742133
2025-02-04,-0.005017556115342649,-0.004267556115342649,0.14999999999999997,0.11249053955396547,0.00015474759930926736
2025-02-05,-0.004042252497081675,-0.003292252497081675,0.15000000000000002,0.11015928726299919,0.00015716481881197623
2025-02-06,-0.004884599710056374,-0.004134599710056374,0.14999999999999997,0.11058938785870859,0.00016278467266242627
2025-02-07,0.0019142920876164546,0.002664292087616455,0.15000000000000002,0.1344883480212023,0.0004375370173242171
2025-02-08,0.0043290295053852465,0.005079029505385246,0.15000000000000002,0.13479099286352583,0.00043870451170580993
2025-02-09,0.009829072924996855,0.010579072924996854,0.14999999999999997,0.14414070774777651,0.00046508822058906443
2025-02-10,0.0007349907725553409,0.001484990772555341,0.15,0.1459655345699022,0.00046663292683925365
2025-02-11,-0.00047665573860326696,0.00027334426139673305,0.15,0.14419001818604996,0.00047257743067069167
2025-02-12,0.0028148813672110194,0.003564881367211019,0.15,0.14032726135745183,0.00047533198350471225
2025-02-13,-0.0009604336752145643,-0.00021043367521456416,0.15000000000000002,0.1426314464341372,0.0004831879342380697
2025-02-14,-0.0005426170392879068,0.00020738296071209323,0.15,0.14144872478394244,0.0005332374081664062
2025-02-15,-0.00025057118102752305,0.0004994288189724771,0.15000000000000002,0.14229256475177618,0.0005511835235707345
2025-02-16,-0.0002986851291491837,0.0004513148708508161,0.14999999999999997,0.14995485751294443,0.0005544785501787774
2025-02-17,0.003325792043767204,0.004075792043767204,0.15000000000000002,0.15153680520607235,0.0005119813837005154
2025-02-18,-0.0028162295218985365,-0.0020662295218985367,0.14999999999999997,0.15135793756811167,0.0005179474044743687
2025-02-19,0.00342614048963629,0.00417614048963629,0.15,0.1491126497704262,0.0005175211471534353
2025-02-20,-0.0004195433812568477,0.00033045661874315244,0.15000000000000002,0.15163982566216294,0.0004885898994380277
2025-02-21,-0.0018599080533815977,-0.0011099080533815977,0.15,0.1468903869255702,0.0004603207309101533
2025-02-22,0.002838859681865772,0.003588859681865772,0.14999999999999997,0.14063757755114495,0.00042207456078518693
