,TRAC_returns,AUCTION_returns,ONG_returns,XVG_returns,DASH_returns,ROSE_returns,ILV_returns,LPT_returns,BORA_returns,PRIME_returns,SSV_returns,ZRX_returns,PRO_returns,MASK_returns,SWFTC_returns,DENT_returns,MINA_returns,POLYX_returns,SC_returns,HONEY_returns,GMT_returns,WAXP_returns,CHR_returns,ELON_returns,ACT_returns,LCX_returns,ORDI_returns,SXP_returns,DKA_returns,POWR_returns,BONE_returns,ANKR_returns,ONT_returns,GOMINING_returns,CGPT_returns,IOST_returns,AL_returns,XOR_returns,PROM_returns,ORCA_returns,DAG_returns,BAT_returns,CHEEL_returns,T_returns,WMTX_returns,SNT_returns,ACH_returns,SNEK_returns,TRB_returns,FIDA_returns,HIVE_returns,REQ_returns,ARK_returns,AUDIO_returns,CELO_returns,SFP_returns,MVL_returns,XNO_returns,GEOD_returns,ID_returns,DGB_returns,WAVES_returns,XYO_returns,RLC_returns,CPOOL_returns,WEMIX_returns,XPR_returns,PUNDIX_returns,GLM_returns,BNT_returns,BabyDoge_returns,SNX_returns,MYTH_returns,STEEM_returns,RLB_returns,RVN_returns,AGI_returns,WOO_returns,GMX_returns,ONE_returns,FLUX_returns,EUL_returns,OSMO_returns,CVC_returns,ARDR_returns,NMR_returns,BORG_returns,PEOPLE_returns,DCR_returns,GAS_returns,SLP_returns,CHEX_returns,EDU_returns,MX_returns,CSPR_returns,MTL_returns,CTSI_returns,ZEN_returns,PHA_returns,IQ_returns,LON_returns,GLMR_returns,POND_returns,YFI_returns,VANRY_returns,SPELL_returns,BAND_returns,COTI_returns,VTHO_returns,MLK_returns,KUB_returns,HEART_returns,ICX_returns,HOT_returns,KDA_returns,BICO_returns,XEM_returns,AGLD_returns,MPLX_returns,CTC_returns,IOTX_returns,KNC_returns,ASTR_returns,ABT_returns,CFG_returns,ZIG_returns,ZIL_returns,XRD_returns,ORBS_returns,ACX_returns,BLUR_returns,KUJI_returns,METIS_returns,API3_returns,SUSHI_returns,TFUEL_returns,LUNA_returns,JOE_returns,COW_returns,OMI_returns,LSK_returns,VELO_returns,ELF_returns,CETUS_returns,AWE_returns,XCH_returns,YGG_returns,MOVR_returns,MED_returns,DLC_returns,XVS_returns,ENJ_returns,BAL_returns,BMX_returns,PCI_returns,BTRST_returns,KEEP_returns,LRC_returns,STIK_returns,WILD_returns,SCRT_returns,QTUM_returns,VVS_returns,UMA_returns,CKB_returns,STORJ_returns,CELR_returns,ORBR_returns,AERGO_returns,SKL_returns,0x0_returns,RPL_returns,KOGE_returns,LQTY_returns
2024-05-30,0.027950236921857344,-0.01027012177316545,0.04865207936553306,0.0,0.0,-0.030766902099500105,0.0,0.021548018779338683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033961411701641256,0.0,0.0,0.0,0.0,-0.054788530915405365,0.023577652958966383,0.0,0.0,0.03168030063839101,-0.027020710541964543,-0.051085972255118586,0.0,0.0,-0.0442302199366859,0.061703239882086786,0.0,0.0,0.03852021787935588,0.06472154098547259,0.0,0.0,0.0,-0.029280992352513777,0.0,0.0,0.0,0.06038553976596208,0.0,0.0,0.0,0.0,0.0,-0.035891310954402476,0.0,0.042445475022881964,-0.04008396891162932,0.017433230333496776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015971079022690318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03462754464942304,0.0,0.0,0.0,0.0,-0.01966062634478,0.0,-0.028054939519118704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01990331288682033,0.0,0.0,0.0,0.0,-0.0213158815428862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025338167893859457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053648652772851364,0.0,0.0,0.022791087894350383,-0.05195331536758622,-0.03443037561301906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02719473552789732,-0.060656440743722485,0.0,0.0,0.0,0.0,0.028422014598362286,0.0,0.0,0.0,0.049358631657872486,0.0,-0.02411371905399628,0.0,0.0,0.04390482598579292,0.0,0.0,0.03233098801739535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03882019505673038,0.0,0.0,0.0,0.0,0.04207105052085557,0.0,0.0,0.0,0.0,0.029434741354620375,0.0,0.0,0.0
2024-05-31,0.021579797516097628,-0.014671688767261572,0.0,0.0,0.0,-0.02995392117803872,0.047642243203671636,0.0,0.0,0.0,0.023252410120388995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051054941845620275,0.0,0.0,-0.05470987935262924,0.01797540925717601,0.0,0.0,0.025568605125391636,-0.021500238242174195,0.049846638081668206,0.0,-0.04760258244428465,-0.04374405514289914,0.05573115850777612,0.0,0.0,0.03474122068227386,0.058778012578221066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054604482802626635,0.0,0.0,0.0,0.0,0.0,-0.0396478508233923,0.0,-0.03825992511628431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024208927135997087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032137673436825255,0.0,0.0,0.0,0.0,-0.02387552733682033,0.0,-0.03219283602867399,0.0,0.0,0.04546815907026517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016038400308551304,0.0,0.0,0.0,0.0,0.018953331946556747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02836314159459645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03704887748767932,0.0,0.0,-0.026439380030033474,-0.04579134610400252,0.03793448504479517,0.0,0.0,0.0,-0.060271209442911464,0.0,0.0,0.0,0.02750970425995648,0.023441194104635542,0.0,0.0,0.0,0.04399372833113825,-0.026585716983818765,-0.028154002799350635,0.0,0.0,0.0,0.0,0.0,0.0,-0.05299885048603043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041842370066296014,0.0,0.0,0.0,0.0,0.0357638111826101,0.0,0.0,0.0,0.03768131062873775,0.022440955401841288,0.0,0.0,0.0
2024-06-01,0.02513127093846992,-0.01098697483609072,0.0,0.0,0.0,-0.0260692127782226,0.0,0.0,-0.04396145744029942,0.022856958875902125,0.027227511369908777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05456497832486677,0.0,0.0,-0.051272593608364135,0.0,0.0,0.0,0.029031082425052403,-0.017602167088242717,0.052549965377792905,0.0,0.0,-0.04039719593459123,0.0,0.0,0.0,0.03895659381710294,0.0,0.0,0.0,0.0,-0.02983940701084488,0.0,-0.05095843912851103,0.0,0.05975053858120044,0.0,-0.05474241014925038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020944492258039505,0.0,0.026988432701569504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028543393437049758,0.0,0.0,0.0,0.0,-0.020287000194971753,0.0,0.0,0.0,0.0,0.0,0.05907464382350933,0.0,0.0,0.0,0.0,0.0,0.0,0.019026565876002623,0.0,0.0,0.0,0.042811673244030235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05006060115108113,0.0,0.0,0.0,0.0,-0.03348014258431838,0.0,0.0,-0.02301747096854673,0.0,0.0,0.0,0.0,0.023404375296815667,-0.056724448825552574,0.0,0.0,0.0,0.03019704159070797,0.026985027702853426,0.0,0.0,0.03500851952002827,0.0,-0.023029932040221416,-0.02452994014147855,0.025757809403671353,0.0,0.04193102499441599,0.0,0.0,0.0,0.0,0.0,0.020897901657425732,0.0,0.046951149452881424,0.0,0.0,0.0,-0.06637000172264704,0.0,0.0,0.0,0.0,-0.039406254516250704,0.0,0.0,-0.03777646418542533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040896935025792225,0.0,0.0,0.0,0.0
2024-06-02,0.023552760532929994,-0.012300133541148122,0.0,0.0,0.0,-0.027134291874646426,0.0,-0.01971051405487076,-0.044428036633842316,0.020825426167711134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051573041583341285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018740547135644173,0.0,0.0,0.0,-0.04063276894495464,0.0,0.0,0.0,0.036993278223048286,0.0,0.0,0.0,0.0,0.0,0.0,-0.05144489126497959,0.0,0.05660066629823784,0.0,0.0,0.0,0.0,0.0,-0.03692532601491619,0.0,0.0,-0.045960757469608066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04897181684834407,0.0,-0.021850645158672088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03424453793852089,-0.021304897126615808,0.0,0.0,0.0,0.0,0.0,0.05583234603091888,0.028919341517489837,0.0,0.0,0.0,0.0,-0.0461874732260903,0.016819859625491103,0.0,0.0,0.0,0.03828580887915239,0.02081423627238717,0.0,0.0,0.0,0.0,0.0,-0.03173979938962089,0.0,0.0,0.0,0.0,0.0,0.0,-0.04260896139083712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03189847147610359,0.0,0.0,-0.022518356215460947,0.043343891435632186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02799690935790796,0.024838425978549905,0.0,0.0,0.0,0.0,-0.024098050685650265,0.0,0.02401292976132935,0.0,0.0,0.0,0.0,0.028738012202250224,-0.05207817557751127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06616546565306972,0.0,0.0,0.0,0.0,0.0,0.0,0.05202234624907985,0.0,0.05494806834563711,0.0,0.0,0.0,0.037349963832400766,0.0,0.0,-0.04330062031741358,0.038593225859395876,0.0,0.0336949239085879,0.0,0.0
2024-06-03,0.0,-0.0142778388813671,0.0,0.0,0.0,-0.027461719242279418,0.0,0.0,-0.04373506636067475,0.01867094302430031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04875138605073262,0.0,0.0,0.0,0.0,-0.019462561450043395,0.045724554702761974,0.0,0.0,0.0,-0.052218430522223684,0.0,0.0,0.03201527496508874,0.0,0.0,0.0,0.0,0.0,0.0,-0.05051463886196945,0.0,-0.05295823974473021,0.0,0.0,0.0,0.0,0.0,-0.03687208634198256,0.0,0.0,0.0,0.0,0.0,0.0,-0.03338177433630057,0.0,0.0,0.0,0.0,-0.048730402472228956,0.0,-0.02370498954855853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037611092237987136,0.0,0.0,0.0,0.0,0.0,0.03062271776749227,-0.022562912570004822,0.029366104821644153,0.024952417147608756,0.0,0.0,0.0,0.0,0.026171079618565754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349677144539712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02416223595177462,0.0,0.0,0.0,0.0,-0.03989113115405149,0.0,0.0,0.0,0.0,-0.04142710472169992,0.0,0.0467159042693901,-0.03269217172647609,0.0,0.0,-0.02302545400490439,0.039775500575720615,0.0,0.0,0.0,0.0,0.05400184545749585,0.0,0.0,0.0,0.0,0.022583259652514773,0.0,0.0,0.030988001253827065,0.0,-0.024539699602610196,0.0,0.0,0.0,0.0,0.0,0.0,0.0254711347636539,-0.05193646134908828,0.0,-0.021867137322011673,0.0,0.0,0.0,0.0,0.0,-0.06457794383501982,0.0,0.0,0.0,0.0,0.03410063648315189,0.0,0.04851928651780692,0.0,0.05490995277338811,0.0,0.0,0.0,0.03403811090106899,0.0,0.0,0.0,0.0,0.0,0.03004308256182877,0.0,0.0
2024-06-04,0.0,0.008934541556710945,0.0,0.0,0.0,-0.027908111084445936,-0.042475137264813306,0.0,-0.04586988985098528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03607552899219062,0.0,0.06106993484535923,0.0,0.0,-0.05126892502371272,-0.02425294617355549,0.0,0.0,0.0,-0.021924791626401662,0.0,0.0,0.0,0.0,-0.05396123458799538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015089281600769366,-0.05201446504860299,0.0,-0.0551231642388499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035247798210464545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02294612585159954,0.0,0.0,-0.017156999814211392,0.0,0.0,0.0,0.039957721012510716,0.0,0.0,0.040607611612670874,0.0,0.035834672502348196,0.0,0.0,0.0,0.0,0.0,0.0,0.027021300591800464,0.0,0.0,0.05643205519550355,0.06287945403026388,0.0,0.0,0.0,0.0,0.0,-0.03069429846045552,0.0,0.0,0.0,0.0,0.04682362970952222,0.0,0.0,0.0,0.024537440447452392,0.0,-0.03758830034850306,0.0,0.0,-0.027836709594322533,0.0,0.0,0.0,0.0,-0.04057834960644611,0.0,0.0,0.0,0.0,0.0,0.0,0.0233874289800177,-0.030664132792037384,0.0,0.0,-0.026637488108603773,-0.04004133466872667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025575636110426386,0.0,0.0,0.0,0.0,-0.0282288172127016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06473186012116923,0.0,-0.0244515772919742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038327855351577685,0.0,0.0,0.0348954790252565,0.0,0.0,0.02102462433149969,0.0,0.0,0.027782101418867777,0.0,0.0,0.03869364519562059,0.0,0.03344760050905305,0.0,0.0
2024-06-05,0.0,0.012480846673153422,0.0,0.0,0.0,-0.020824700384170704,-0.036464813002082846,0.0,0.0,0.02757539790613518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046250243949807326,-0.020200688140290635,0.0,0.0,0.029282526300809734,-0.01440209033563223,-0.043106284778309634,0.05191581393069428,0.0,0.0,-0.049703385776511656,0.0,0.0,0.03625733544264222,0.0,0.0,0.0,0.0,0.0,0.01805778067356503,-0.0466603455083857,0.0,-0.04957419522501531,0.0,0.0,0.0,0.0,0.0,-0.034103335297017985,0.0,0.0,0.0,0.0,0.0,0.0,0.03949343801553073,0.0,0.0,0.0,0.0,0.024135367380832773,0.0,0.0,0.0,0.0,0.0,0.0,0.044115840620012337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03539357195938017,0.0,0.0,0.0,0.0,0.06227566001003726,0.0,0.0,0.0,0.0,-0.04622780546009093,-0.02401327717532615,0.0,0.0,0.0,0.0,0.04647921770425468,0.0,0.0,0.0,0.02825308168112697,0.0,-0.028292806542320616,0.0,-0.0457310485571902,-0.02123578438251523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02449734070759317,-0.02337266755320538,0.0,0.0,0.0,-0.035304534874100554,-0.03250277474956175,0.0,0.0,0.0,0.0,-0.03321305125174238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02367624100430794,0.0,0.026281234278258136,0.0,0.0,0.0,0.0,0.0,0.06307078509839524,0.0,0.0,0.0,0.05069022128207319,0.0,0.0,0.0,-0.0634225950973426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03628403853410708,0.0,0.0,0.0,0.0,0.0,0.030990029512753564,0.0,0.0,0.03808866539307857,0.0,0.03609913785063848,0.0,0.0
2024-06-06,0.0,0.012914724830349436,0.0,0.0,0.0,-0.024392658900930432,-0.04199566314729937,0.02242353203638709,0.053800092055340205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05089378869681201,0.0,0.0,0.0,0.038057239354847255,-0.01723329417853658,-0.04712613691829138,0.05489442816741673,0.0,0.0,-0.05053755097095013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01952663159343847,-0.054423028857923,0.0,-0.060663810883619475,0.0,0.0,0.0,0.0,0.0,-0.02425110764564321,-0.03560639944320931,-0.032812727451329765,0.0,0.016505047970906128,0.0,0.0,0.04667916838430756,0.0,0.0,0.0,0.0,0.024364314626352978,0.0,0.02652243335028796,-0.01555087279528638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06632287945507327,0.0,0.0,0.0,0.0,0.0,-0.02441204374643144,0.0,0.0,0.0,0.0,0.0520715330603968,-0.02310174619425166,0.036641553596823515,0.0,0.0,0.0,-0.032737871556047314,0.0,0.0,-0.025898667717662947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04446142840195513,0.0,0.025062394762956706,-0.02568748197671065,0.0,0.0,-0.023715833106310605,0.0,-0.03555138900136462,0.0,0.0,0.0,-0.05894649840943454,0.0,0.0,0.0,0.034278293833058096,0.0,0.0,0.0,0.0,0.0,0.025542591774879643,0.0,0.028378652114574618,0.0,0.0,0.0,0.0,0.0,0.06781513111972541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036926930411763224,0.0,0.0,0.025552676444265444,0.0,0.0,0.03571975105684945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07,0.0,0.011985872381382686,0.0,0.0,0.0,-0.024782014634735214,-0.038682257866828614,0.0,0.05139631777246217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050563336151226525,0.0,0.0,0.0,0.03689099292443475,-0.017865111046883327,-0.04704119737308246,0.05214246065183953,0.0,0.0,-0.05067718157751445,-0.04687611503943523,0.0,0.03543890992098057,0.0,0.0,0.0,0.0,0.0,0.01857984040629359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022736789630364403,0.0,-0.03221648973488292,0.0,0.01559721118256218,0.0,0.0,0.045505259535671715,0.0,0.0,0.0,0.0,0.022893349593535256,0.0,0.026218308063903278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04710366909159486,0.0,0.0,0.0,0.0,0.03863501520724939,0.0,-0.023265443810971294,0.0,-0.031340077760492836,0.0,0.0,0.0,0.06244832799293404,0.0,0.0,0.0,0.0,0.0,-0.024282509632107582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024046750450154915,0.0,0.0,-0.03087204269275935,0.0,-0.050315441459854525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023578768257915078,0.0,0.0,0.0,0.0,-0.03801326453184975,-0.03553842762479657,0.0,0.0,0.025888412285295564,-0.05844944833183877,0.0,0.0,0.01658550067888886,0.0,0.0,0.0,0.0,0.0,0.0,0.024509295404753394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06508596307554017,0.0,0.0,-0.027289452933472805,0.05110202731978667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04208493959224448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03823811556568001,0.0,0.0,0.0,0.036329558660731794,0.0,-0.03690853215106845,0.0,0.0
2024-06-08,0.0,0.0,0.0,0.0,0.0,-0.02749201397740397,-0.039209279096317606,0.0,-0.04284035828162683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03152230426143246,0.05699670746584895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02054942908956305,0.0,0.0,0.0,0.0,0.0,-0.05299147300799381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01668714614746534,0.0,0.0,0.06451572202924866,0.0,0.0,0.0,0.0,0.0,-0.02445753159912591,0.0,-0.03652037652792583,-0.051737794642011975,0.0,0.0,0.0,0.04151292101681013,0.0,0.0,0.0,0.0,0.018479991086661877,0.0,0.024113631983909697,-0.018517204519748615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03354531482140221,-0.033038625892543264,0.0,0.0,0.051540333850488125,0.05881828658455189,0.0,0.0,0.0,0.0,0.0,-0.02648279722547934,-0.04528063020394289,0.0,0.0,0.0,0.04444093322986293,0.0,0.03170082547651008,-0.025818147057103592,0.0,0.0,-0.031645266662559714,0.0,0.0,0.021156441983760408,0.0,0.0,0.0,0.0,-0.02057769126693434,0.0,0.0,0.0,0.0,0.0,0.0,0.019257695652279416,0.0,0.0,0.0,0.0,-0.04073650264462517,-0.038106874475859434,0.0,0.0,0.0,-0.06487776434069117,-0.04138713460385845,0.0,0.0,0.02974577332124608,0.0,0.02926530156916545,0.0,0.0,0.0,0.021021449761835155,0.0,0.0,0.0,0.0,0.0,0.0,-0.036210800623252576,0.0,0.0,0.01672619470054382,0.0,0.0,0.0,0.0,0.0,0.06719402222724341,0.0,0.0,0.0,0.0,0.038313852160404095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076210090230383,0.0,0.0,0.034205354028458465,0.0,0.0,0.0,0.0
