,0
2024-09-29,-0.003483330090258852
2024-09-30,0.004003470256405377
2024-10-01,0.000624179541050026
2024-10-02,0.0014306408457675527
2024-10-03,0.0017984672616632516
2024-10-04,-0.0011025491655412742
2024-10-05,0.002413966681835419
2024-10-06,0.004474211832114597
2024-10-07,0.0008006710324670368
2024-10-08,0.0026599942382634764
2024-10-09,-0.0027838711197958987
2024-10-10,-0.0006358087396834947
2024-10-11,0.0007223360420175655
2024-10-12,0.0025181415219282894
2024-10-13,-0.0009831974570925232
2024-10-14,0.004908835214982149
2024-10-15,-0.005932718122099955
2024-10-16,0.001372677424659621
2024-10-17,0.0012617192457284833
2024-10-18,-0.0017464163805230302
2024-10-19,0.0010572431465504697
2024-10-20,0.002605168934681167
2024-10-21,0.002110093508172071
2024-10-22,-0.002004307139453663
2024-10-23,-0.0007341943502904323
2024-10-24,-0.002993584244636878
2024-10-25,0.002018241140127685
2024-10-26,0.0039309800287109994
2024-10-27,0.003160101048046823
2024-10-28,-0.003837702576739396
2024-10-29,-0.0038858182401128234
2024-10-30,-0.002062984591384217
2024-10-31,0.003941011920617385
2024-11-01,0.0007430387441135766
2024-11-02,0.001029682890595073
2024-11-03,-0.0013000973133913114
2024-11-04,6.159623019595915e-05
2024-11-05,0.002866488511494686
2024-11-06,0.004971032893395371
2024-11-07,-0.0022543632524553744
2024-11-08,-0.001623789580931457
2024-11-09,-0.007529050527479699
2024-11-10,-0.0037253350650503134
2024-11-11,0.005522705979396543
2024-11-12,0.001486741457878816
2024-11-13,-0.0009756771235225755
2024-11-14,0.010004601838197787
2024-11-15,-0.0033482511294631204
2024-11-16,-0.002440133523446179
2024-11-17,-0.006194774400225754
2024-11-18,0.0020307627144365626
2024-11-19,0.008671911525745594
2024-11-20,-0.004224237314960613
2024-11-21,0.0004969082114570829
2024-11-22,-0.0040068993683838655
2024-11-23,0.007713957390746112
2024-11-24,0.004228099134310675
2024-11-25,0.00941320819262618
2024-11-26,0.005032595098133446
2024-11-27,0.001468540418582913
2024-11-28,0.0005152469526588949
2024-11-29,0.0006647968649165865
2024-11-30,-0.002416098632212747
2024-12-01,-0.00012847505916568778
2024-12-02,0.0019673278336058368
2024-12-03,0.002199800963754362
2024-12-04,-0.00029454830342326503
2024-12-05,0.0015399571806528109
2024-12-06,-0.002290228967782839
2024-12-07,-0.0018070622019279784
2024-12-08,0.00010291997623106758
2024-12-09,0.007705834350021252
2024-12-10,-0.007917965492976966
2024-12-11,0.0007444225580188377
2024-12-12,-0.0035006769208220504
2024-12-13,0.004127254162678762
2024-12-14,-0.003358681764343159
2024-12-15,0.0024469717013498368
2024-12-16,-4.8379069360265055e-05
2024-12-17,-0.002021720796674596
2024-12-18,-0.003435567372912721
2024-12-19,-0.0034322636630139
2024-12-20,0.0015367344237050854
2024-12-21,-0.009567921696134638
2024-12-22,0.008371658228009551
2024-12-23,0.008427334141811365
2024-12-24,0.00968246934681228
2024-12-25,-0.006058876243061059
2024-12-26,-0.006298108378132183
2024-12-27,0.0026053059917747804
2024-12-28,-0.004868287490542848
2024-12-29,-0.007098073366841491
2024-12-30,-0.0006082757666202986
2024-12-31,-0.0052552708281150785
2025-01-01,0.010273813651860803
2025-01-02,0.0021854584577677546
2025-01-03,0.005773569694128
2025-01-04,-0.002134485009709197
2025-01-05,-0.0020910581906855032
2025-01-06,-0.00032430113632885693
2025-01-07,0.011870673476980793
2025-01-08,-0.00034329084362325003
2025-01-09,-0.009409555911593492
2025-01-10,0.008230591362524983
2025-01-11,-0.004286026936186245
2025-01-12,0.0026127092496902016
2025-01-13,0.0022120189803919994
2025-01-14,0.007649257758094394
2025-01-15,0.007946523022649369
2025-01-16,0.0024207499825938837
2025-01-17,0.0027717935850950014
2025-01-18,0.0005727671614172344
2025-01-19,-0.0017942611862446069
2025-01-20,-0.0023672025181807007
2025-01-21,0.0014992298903809688
2025-01-22,0.0036782516216132275
2025-01-23,-0.001887831183541084
2025-01-24,-0.0015335583781765025
2025-01-25,0.0008088027440922997
2025-01-26,6.25845067596963e-05
2025-01-27,0.001914501379149217
2025-01-28,-0.004179009974179409
2025-01-29,0.0009701298933389299
2025-01-30,0.002347482087369774
2025-01-31,0.003998128766346161
2025-02-01,-0.003804704313104866
2025-02-02,0.00015557679063223106
2025-02-03,0.0022737922027271347
2025-02-04,-0.0020956962495110357
2025-02-05,-0.0016271356174559326
2025-02-06,-0.004171839082606975
2025-02-07,0.0033368751712550566
2025-02-08,0.001184891508195335
2025-02-09,0.004153403765820213
2025-02-10,0.0008713199642738227
2025-02-11,-0.002089403816864009
2025-02-12,0.001608659837100665
2025-02-13,-0.0009619209716490839
2025-02-14,0.0012732207533465568
2025-02-15,0.001700491715302838
2025-02-16,-0.0017241384534902617
2025-02-17,0.006150708122551158
2025-02-18,-0.0001920672594831836
2025-02-19,0.0028168656787955016
2025-02-20,0.0008731946808468593
2025-02-21,0.0006783860562962575
2025-02-22,0.0006542204564798739
2025-02-23,-0.004889806440362026
2025-02-24,-0.0018756749461308342
2025-02-25,0.0007196311583651921
2025-02-26,-3.55892308605267e-05
2025-02-27,-0.0023283491365411117
2025-02-28,0.001925670501735934
2025-03-01,0.0016660870416489795
2025-03-02,0.006237188005488099
2025-03-03,-0.00597446163567036
2025-03-04,0.0014293362185512732
2025-03-05,0.003426205531280998
2025-03-06,0.0024629265055169016
2025-03-07,0.0011010930815807253
2025-03-08,0.0020161602175320713
2025-03-09,-0.006425256199130983
2025-03-10,-0.0020661363207133583
2025-03-11,-0.0019234024945180203
2025-03-12,0.0029520094217823398
2025-03-13,0.0007718721208472294
2025-03-14,0.00031725703038056735
2025-03-15,-0.0014215774119487145
2025-03-16,-0.004021377522382642
2025-03-17,0.002242983594340722
2025-03-18,0.0015338481126242792
2025-03-19,0.0010242296648974214
2025-03-20,-0.003698650725779592
2025-03-21,0.002392630187581486
2025-03-22,0.002569323685067392
2025-03-23,0.005956955473117101
2025-03-24,-0.0019545236191782114
2025-03-25,-0.000222437411605999
2025-03-26,0.0024632178291944264
2025-03-27,-0.0024019009122195623
2025-03-28,0.004449316958307568
2025-03-29,0.0051219785221336975
2025-03-30,-0.0009991446627348596
2025-03-31,-0.0012299610367607593
2025-04-01,-0.0002571579474872703
2025-04-02,-0.002444465826193121
2025-04-03,-0.0035435443759219048
2025-04-04,-0.0012951671187922573
2025-04-05,0.003734090648978673
2025-04-06,-0.0023386129854159753
2025-04-07,-0.001482391618253501
2025-04-08,-0.005488949208445912
2025-04-09,0.023095045992182175
2025-04-10,-0.008230523764796323
2025-04-11,0.012791797165418502
2025-04-12,-0.0009426836506731902
2025-04-13,-0.008504574063505778
2025-04-14,-0.002947779400709023
2025-04-15,0.002003746007045965
2025-04-16,0.020095447677447673
2025-04-17,-0.004891558511504909
2025-04-18,0.0022987268161852475
2025-04-19,0.0010500155873276258
2025-04-20,0.0026893893364799983
2025-04-21,0.003044165447240488
2025-04-22,-0.0019906353889559136
2025-04-23,0.0014723727361270718
2025-04-24,-0.0019299572717103892
2025-04-25,-0.00014375292345502794
2025-04-26,-8.942656241731021e-05
2025-04-27,0.004012690971955296
2025-04-28,-0.006900383496825068
2025-04-29,0.004728081741791594
2025-04-30,-0.005296192250800836
2025-05-01,0.0006649873987914429
2025-05-02,-0.0006531037100462637
2025-05-03,0.005921400497453775
2025-05-04,0.0041695836809154205
2025-05-05,0.0031983827115559475
2025-05-06,0.008185595542477109
2025-05-07,-0.004488482252220058
2025-05-08,0.00030589012790034186
2025-05-09,-5.862071021086338e-05
2025-05-10,-0.005637950484280614
2025-05-11,0.002030335258805415
2025-05-12,-0.0003164887847154873
2025-05-13,-0.0027877430322122234
2025-05-14,0.005105160655336841
2025-05-15,0.004894207245321963
2025-05-16,0.003769234768365796
2025-05-17,0.0007533695003565751
2025-05-18,-0.0008430686559029869
2025-05-19,-8.855119400063801e-05
2025-05-20,-0.0014805495148524834
2025-05-21,0.0003167879120389625
2025-05-22,0.005034078666981272
2025-05-23,0.0009330631310605176
2025-05-24,-0.0009643819946998055
2025-05-25,0.000534540918006862
2025-05-26,-0.001149882043875311
2025-05-27,0.0021659251088827617
2025-05-28,-0.000981321559788924
