time,MINA,SNX,CELO,GAS,GMT,POLYX,PEOPLE,REQ,YGG,ILV,BNT
2023-07-14,,0.0025061679,,,,,,,,,
2023-07-15,,-0.0018423352,,,,,,,,,
2023-07-16,,-0.0012630045,,,,,,,,,
2023-07-17,,-0.0007567283,,,,,,,,,
2023-07-18,,0.0003861833,,,,,,,,,
2023-07-19,,0.00022455910000000002,,,,,,,,,
2023-07-20,,-0.00012682609999999997,,,,,,,,,
2023-07-21,,0.0012303901,,,,,,,,,
2023-07-22,,0.0012065873,,,,,,,,,
2023-07-23,,0.0006929818,,,,,,,,,
2023-07-24,,0.0007111833,,,,,,,,,
2023-07-25,,0.0008542101,,,,,,,,,
2023-07-26,,-0.0007826361,,,,,,,,,
2023-07-27,,-0.0001208076,,,,,,,,,
2023-07-28,,-0.0008730753,,,,,,,,,
2023-07-29,,-0.0005795268,,,,,,,,,
2023-07-30,,0.0002257848,,,,,,,,,
2023-07-31,,2.0930700000000006e-05,,,,,,,,,
2023-08-01,,-0.0007881286,,,,,,,,,
2023-08-02,,-0.0008784174,,,,,,,,,
2023-08-03,,-0.0015698981,,,,,,,,,
2023-08-04,,-0.0021124024,,,,,,,,,
2023-08-05,,-0.001483873,,,,,,,,,
2023-08-06,,-0.0006988235,,,,,,,-0.0020537222,,
2023-08-07,,-0.0002123079,,,,,,,-0.014021963699999999,,
2023-08-08,,-0.0009682065,,,,,,,-9.262099999999999e-05,,
2023-08-09,,-0.0001270519,,,,,,,-0.0002835365,,
2023-08-10,,-0.000865982,,,,,,,0.0003107583,,
2023-08-11,,-0.0008772951,,,,,,,0.00011607690000000001,,
2023-08-12,,-0.0010205052,,,,,,,-0.00027632739999999996,,
2023-08-13,,-0.000829669,,,,,,,0.0002553761,,
2023-08-14,,-0.000704117,,,,,,,1.2794200000000007e-05,,
2023-08-15,,-0.0023399795,,,,,,,-0.0006604845,,
2023-08-16,,-0.002085761,,,,,,,0.0002993498,,
2023-08-17,,-0.0026359147000000003,,,,,,,0.00023751030000000002,,
2023-08-18,,-0.0022217294,,,,,,,0.00014105510000000002,,
2023-08-19,,-0.0019037734,,,,,,,-0.0003147512,,
2023-08-20,,-0.0020845686,,,,,,,-0.0001372861,,
2023-08-21,,-0.0021801537,,,,,,,-8.161599999999995e-06,,
2023-08-22,,-0.0027941075,,,,,,,0.0002004792,,
2023-08-23,,-0.0027351909,,,,,,,-9.998769999999998e-05,,
2023-08-24,,-0.0027574219,,,,,,,-0.0007039692,,
2023-08-25,,-0.002413461,,,,,,,-0.0011951969,,
2023-08-26,,-0.0024833737,,,,,,,-0.001698957,,
2023-08-27,,-0.0024952401,,,,,,,-0.0008832112,,
2023-08-28,,-0.0019804704,,,,,,,,,
2023-08-29,,-0.0020263119,,,,,,,,,
2023-08-30,,-0.0019764583,,,,,,,,,
2023-08-31,,-0.0017932771,,,,,,,,,
2023-09-01,,-0.0014606492,,,,,,,,,
2023-09-02,,-0.0012060931,,,,,,,,,
2023-09-03,,-0.0014433854999999999,,,,,,,,,
2023-09-04,,-0.0016905218,,,,,,,,,
2023-09-05,,-0.0002645226,,,,,,,,,
2023-09-06,,-0.005849261,,,,,,,,,
2023-09-07,,-0.006168103800000001,,,,,,,,,
2023-09-08,,-0.0033828491,,,,,,,,,
2023-09-09,,-0.0022136443,,,,,,,,,
2023-09-10,,-0.0043800183,,,,,,,,,
2023-09-11,,-0.0009677829,,,,,,,,,
2023-09-12,,-0.0003661859,,,,,,,,,
2023-09-13,,-0.0006822197,,,,,,,,,
2023-09-14,,-0.0008907927,,,,,,,,,
2023-09-15,,-0.0012948036,,,,,,,,,
2023-09-16,,-0.0004152473,,,,,,,,,
2023-09-17,,-0.0008779925,,,,,,,,,
2023-09-18,,-0.0010881993,,,,,,,,,
2023-09-19,,-0.0009262528,,,,,,,,,
2023-09-20,,-0.0010457289,,,,,,,,,
2023-09-21,,-0.0007648224,,,,,,,,,
2023-09-22,,-0.0009658447,,,,,,,,,
2023-09-23,,-1.866779999999999e-05,,,,,,,,,
2023-09-24,,0.00011566290000000001,,,,,,,,,
2023-09-25,,-0.0004009002,,,,,,,,,
2023-09-26,,-0.0010500852,,,,,,,,,
2023-09-27,,0.00015435219999999998,,,,,,,,,
2023-09-28,,0.0004739861,,,,,,,,,
2023-09-29,,0.0005433678,,,,,,,,,
2023-09-30,,0.00045985670000000005,,,,,,,,,
2023-10-01,,0.0010166394,,,,,,,,,
2023-10-02,,0.00068511,,,,,,,,,
2023-10-03,,-0.00038588,,,,,,,,,
2023-10-04,,-0.0006360445000000001,,,,,,,,,
2023-10-05,,-0.0004201619,,,,,,,,,
2023-10-06,,-0.0006950729,,,,,,,,,
2023-10-07,,-0.0005398703,,,,,,,,,
2023-10-08,,-0.0007729241000000001,,,,,,,,,-0.0144756184
2023-10-09,,-0.0010048716,,,,,,,,,-0.040404821800000004
2023-10-10,,0.0003190172,,,,,,,,,-0.0034304185
2023-10-11,,0.0002602858,,,,,,-0.0411516762,,,-0.0069021622999999995
2023-10-12,,-0.0006377092,,,,,,-0.0174481339,,,-0.0025175911
2023-10-13,,-0.0016932612,,,,,,-0.0008361093,,,-0.001449381
2023-10-14,,-0.0014620419,,,,,,0.00012160800000000003,,,-0.0011928744
2023-10-15,,-0.0007424733,,,,,,0.00012076250000000004,,,-0.0004795001
2023-10-16,,-0.000461726,,,,,,0.000374862,,,-5.928499999999999e-06
2023-10-17,,-0.0010551252,,,,,,0.0011853566,,,-0.0002794723
2023-10-18,,-0.0009054566,,,,,,0.0003982793,,,-0.0002256924
2023-10-19,,-0.0006828044,,,,,,-0.0010481341,,,3.48969e-05
2023-10-20,,-0.0001591635,,,,,,-5.11376e-05,,,0.0002073645
2023-10-21,,-0.0006637816,,,,,,6.93778e-05,,,-0.0002166785
2023-10-22,,-0.0002788913,,,,,,2.309819999999999e-05,,,0.00018663420000000002
2023-10-23,,-0.0001889317,,,,,,-0.0006350314999999999,,,0.00029106010000000003
2023-10-24,-0.0171424663,0.00015907290000000002,,0.0014350622,,0.0038911431999999998,,0.0004741249,,,-7.05241e-05
2023-10-25,-0.0187578224,-0.0002675208,,0.002096982,,-0.0075718796,,0.0010222323,,,-0.00042287360000000003
2023-10-26,-0.0011305023000000001,0.0001897724,,0.0026010945,,-5.1014999999999985e-06,,0.0017371304,,,-1.0941399999999991e-05
2023-10-27,-0.00014236309999999999,0.0003132044,,0.0026829452,,-0.0010889975,,0.0017165065,,,0.0001444336
2023-10-28,0.0003279076,0.00047230300000000003,,-0.00013468790000000002,,-0.0013598977,,0.0009849541,,,0.0002864742
2023-10-29,-0.00010622549999999997,0.0003596482,,0.0019150739,,-0.0028007481,,0.0020865228,,,0.0004156081
2023-10-30,0.0005728731,0.00037203050000000004,,0.0019376823,,-0.008018818,,0.0024155747,,,0.0004514346
2023-10-31,0.000621066,0.0005087898,,0.0019937963,,-0.0285671983,,0.0014662315,,,0.00028173170000000004
2023-11-01,0.0005403463,0.0002982757,,0.0026032138,,-0.00029841730000000003,,0.0013494759,,,0.0002957559
2023-11-02,0.0013688202,0.000878279,,0.0003888537,,0.0021528453999999997,,0.0027248288,,,0.0003536866
2023-11-03,0.0013259991,0.000885498,,-0.0058512762999999995,,0.0015253438,,0.002141913,,,0.00030000000000000003
2023-11-04,0.0018916602,0.0022473312,,-0.0257067961,,0.0018275989,,0.0010739471,,,0.0005488399
2023-11-05,0.0018206947000000001,0.0030496977,,-0.0223454609,,0.0031368776,,0.00025029290000000003,,,0.00091323
2023-11-06,0.0018772719,0.0017324286,,-0.0123893386,,0.0032790913,,0.0020925547,,,0.0010756937
2023-11-07,0.0022389134,0.0004855033,,-0.0028467453,,0.0025767039,,0.0006693071,,,0.001942673
2023-11-08,0.0022896349,0.0005105914,,0.0002445055,,0.0025225107999999998,,0.0012673251,,,0.0020581299
2023-11-09,-0.001866969,0.0008229918,,-0.0095082396,,0.0022247174,,0.0007642632,,,0.002233236
2023-11-10,0.0006185795,0.0003146234,,-0.1455858135,,0.0013867262,,0.0024207245,,,0.0032472026
2023-11-11,0.0016540761,0.0010538166,,-0.0559037864,,0.0022966136,,0.0025688142,,,0.0045525389
2023-11-12,0.0025337527,0.0006143649,,0.0059643362,,0.0018544567,,0.0019849698,,,0.0050860445
2023-11-13,0.0026349318,0.0010731235,,0.0033493074,,0.0022169256,,0.0036667422,,,-0.0024033977
2023-11-14,0.0017799795,-4.695549999999999e-05,,0.0022338386,,0.0011500554,,0.0022287782,,,3.5896900000000005e-05
2023-11-15,0.0007203199,-0.0008892256,,0.0023710014,,0.0016298805,,0.0028431167,,,0.0006310239
