symbol,circulating_supply,price_usd,market_cap_usd
BAND,160923879.38313,0.8203282356322508,132010402.04546018
ZANO,13431787.0,9.545583375154491,128214242.68581621
TRB,2663772.0,32.02148584507477,85297937.39250651
CKB,46504344397.12409,0.005411195623973966,251644104.8974961
LCX,942439527.0,0.14760917630321665,139112722.29606313
OXT,982294556.7979902,0.06682926634802037,65646024.56846351
MLK,459505159.0,0.1747351900245972,80291721.27514775
PCI,1050772044.06,0.07358519013826603,77321260.65412955
SOLO,398796764.0825947,0.2774242977309356,110635912.21298343
XPR,27543576997.443,0.0037269863972478165,102654536.80101793
HIVE,500749242.945,0.2684786511299859,134440481.3002352
CTSI,869345865.4516767,0.07580396930997063,65899867.30444876
KEEP,967787054.2862843,0.11206447734371904,108454550.41860989
CELO,570648764.0,0.4041965836306259,230654280.8618393
SCRT,307807802.211423,0.2205029696659604,67872534.47397134
UMA,86721463.40033554,1.2704626783246609,110176382.65982434
KDA,316735443.0787,0.5784758800016399,183223814.1626603
SKL,5883602671.0,0.025030216210935385,147267846.95436692
BAL,62998663.94054162,1.097458217412173,69138401.42753534
SLP,41120157569.0,0.0018460531428831852,75909996.11610425
YFI,33812.94698322,5798.354318029636,196059447.1454608
CSPR,13073448229.0,0.015572236160740388,203582823.2572012
DKA,4686666667.0,0.017975658675616468,84245920.33238107
CFG,525203375.0,0.15016795421067825,78868716.36829367
SUSHI,268627818.43307054,0.7711050939488963,207140279.1701199
GLMR,978595696.0,0.09351357088622726,91511977.9868529
PHA,794455551.9998224,0.1371061422187295,108924735.8989469
FRAX,90507572.02020915,2.973323693544704,269108308.3328916
ACH,9026866299.433702,0.026049395840566533,235144413.4338185
VELO,7390475595.0,0.013510308164086967,99847602.76761398
USTC,5595075855.230482,0.013309224459667987,74466120.42613132
KOGE,3388228.43,47.339695118270555,160397700.86725652
XVS,16589992.62978928,6.850771381715099,113654246.7310248
LQTY,94916961.17688558,1.0006905514052047,94982506.21780403
AUDIO,1323588342.0,0.07714483332109125,102108002.02932952
POND,8188086368.0,0.010094016691471754,82650680.46980433
WOO,1913169824.037396,0.08510257711504493,162815682.48431942
WEMIX,421005399.6177949,0.35358282422025905,148860278.20883867
ROSE,7064132681.0,0.03683961308636764,260239914.75880495
API3,86421978.0,0.8420534812997307,72771927.43570873
FIDA,990911611.962896,0.0939315261432987,93077839.98479101
VANRY,1935871661.1807923,0.03772722246949888,73035060.83376612
LON,120463616.63038284,0.752331831324502,90628613.30750865
SFP,500000000.0,0.5751268556605981,287563427.830299
CHEX,998876500.4277433,0.2221186937444544,221869143.48704228
MASK,100000000.0,1.317264042657012,131726404.26570119
AUCTION,6090142.29001446,12.025054057603738,73234290.2559225
XYM,6150103881.523476,0.012218340415234693,75144062.81351005
ILV,7612090.79625697,14.625443014165583,111330200.15931062
PUNDIX,258386541.0999244,0.421178857877206,108826948.2713079
XCH,13957509.0,13.204273108361775,184298760.74841747
ZIG,1408940795.2396517,0.09975410668642506,140547630.4031928
MOVR,9698870.0,7.397836668497701,71750656.12899229
ELON,549652770159583.3,1.6151698135569279e-07,88778256.2299703
KNC,187178044.86516255,0.38319429480050254,71725558.90424278
BICO,951028517.3218489,0.13145817303134863,125020471.38784255
METIS,6376034.342,20.7167549169171,132090740.80506079
WILD,397417938.6520749,0.21004215598204704,83474520.66042271
GOMINING,408335369.97395784,0.41431211337004514,169178290.09764975
BabyDoge,1.645120749341297e+17,1.718418966748842e-09,282700669.82601523
YGG,526287232.5195772,0.22086176536455315,116236727.2630989
C98,950416394.0,0.06677838339267812,63467270.34121863
IAG,376020434.0,0.18081312874200586,67989431.14246692
ORCA,59957274.962711,2.620304982950755,157106346.34894016
SPELL,161624824371.3317,0.0006231461505194803,100715887.13538243
JOE,398139433.0,0.20306222669281665,80847079.79919548
AGLD,77310001.0,0.9913019580045691,76637555.3646352
BTRST,241347782.0,0.2957322066419559,71374312.13900171
ACT,1258035045.0,0.05135505926866947,64606464.29803827
