avg_members,var_removed,density,neg_edge_share,stability_ari,gross_sharpe,net_sharpe,breakeven_bps,turnover,n_rebalances,psr,bracket,subset,arm,reference,funding_ann,net_sharpe_after_funding,funding_coverage,funding_coverage_exposure
21.040240897892144,0.0,0.6542225786886777,0.010564155996692784,0.5454953436815398,0.807631432069221,0.3952283476558993,98.14453125,0.03965646172088443,107,0.875589545580922,B1,all names,death,eth,,,,
17.84204763208322,0.0,0.7129422109021484,0.005000852947845682,0.5480404777462212,0.47346885174113634,-0.14594118179542498,38.57421875,0.035821857061173135,104,0.3325562423930352,B1,shortable only,death,eth,0.00978337478386302,-0.05328222144963176,0.4950980392156863,0.7201573999010955
98.53983027648508,0.0,0.23915876888070287,0.04423650190876779,0.47563231340598966,0.6217338991125644,0.4357930396001405,166.50390625,0.01715800696227165,114,0.9049548443788912,B2,all names,ewma,vw_market,,,,
56.62907199562004,0.0,0.3058432079303642,0.010817648282810996,0.45412123843506563,-0.055868907394125596,-0.2686452745825254,0.48828125,0.010922747845990646,96,0.20712206626795532,B2,shortable only,ewma,vw_market,0.004105549393370201,-0.22463321915516532,0.2894499549143372,0.6749907334284494
261.4473035860936,0.0,0.09504710907954449,0.012209533174072609,0.6366044812956302,1.6155615031382864,1.5071370010985816,499.51171875,0.04094945353598718,110,0.9999953871054654,B3,all names,ewma_sized,eth,,,,
86.84724883657267,0.0,0.25795169364517406,0.017743777664905005,0.48160247780737003,1.5345488794093933,1.4504335611300607,499.51171875,0.027577100539073186,99,0.9999647468133919,B3,shortable only,ewma_sized,eth,-0.003760984520876937,1.4438044002476702,0.1497659906396256,0.13180901712415613
